batch_transcript-parent,,,,,,,
filename,audio_link,language_id,transcript,ground_truth_transcript,Remarks,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0011.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0011.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=92fca2503c2e73d3dcf5614ffa059b92441bcd807bbbf4d511cb52f425951313#,hi-IN,तो एन ओ सी तो नहीं दी ना आप अगर देखो आपको अगर मेरी बातों पर भरोसा नहीं हो रहा तो आप अगर कहीं लोन भी लोगे ना एक बार वहाँ ट्राई कर लीजिए की आपको कहीं लोन मिल रहा है नहीं मिल रहा और आपका सिविल ठीक है या नहीं है अगर आपको मेरी बातों पर भरोसा नहीं हो रहा है तो आप पूछ भी सकते हैं उनसे जाके,तो एन ओ सी तो नहीं दी ना आप अगर देखो आपको अगर मेरी बातों पर भरोसा नहीं हो रहा तो आप अगर कहीं लोन भी लोगे ना एक बार वहाँ ट्राई कर लीजिए की आपको कहीं लोन मिल रहा है नहीं मिल रहा और आपका सिविल ठीक है या नहीं है अगर आपको मेरी बातों पर भरोसा नहीं हो रहा है तो आप पूछ भी सकते हैं उनसे जाके,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0012.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0012.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=61627bed9e9212378ec98f3e5ca2079a66d54d9717078fe1fbab398da31086ed#,hi-IN,अगर आप देखो हमारी ब्रांच में आ सकते हो तो ब्रांच में आ जाओ मना नहीं है सर आपको ठीक है और आपको अगर जैसे पेमेंट तो देखो सर ऑनलाइन होता है इसका जो कि डायरेक्ट कंपनी को जाता है हम किसी एजेंट नहीं भेजते ना हमारे पे आता है ठीक है,अगर आप देखो हमारी ब्रांच में आ सकते हो तो ब्रांच में आ जाओ मना नहीं है सर आपको ठीक है और आपको अगर जैसे पेमेंट तो देखो सर ऑनलाइन होता है इसका जो कि डायरेक्ट कंपनी को जाता है हम किसी एजेंट नहीं भेजते ना हमारे पे आता है ठीक है,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0013.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0013.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=17ecbbe9cae905b7e4d0aac387bd920142ca97a63966134bbce09c3d6efca552#,hi-IN,बस हमें क्या चाहिए होता है पेमेंट करने के पह करने के बाद जो आपने पेमेंट करी है उसका स्क्रीन शॉट चाहिए होता है हमें बस,बस हमें क्या चाहिए होता है पेमेंट करने के पह करने के बाद जो आपने पेमेंट करी है उसका स्क्रीन शॉट चाहिए होता है हमें बस,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0014.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0014.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=9f0b913e4c2ccd554c2e6d853d89ccebe928506b49dff1ce77e9d14ebfb59c95#,hi-IN,नहीं नहीं देखो अगर आपको वहाँ जाना है तो आप जा सकते हो मैं मना नहीं करूँगी बट क्या है ना सर वहाँ उन लोगों ने टी वी एस का ब्रांच ना ये आई ए आर सी में टेक ओवर हो गया है,नहीं नहीं देखो अगर आपको वहाँ जाना है तो आप जा सकते हो मैं मना नहीं करूँगी बट क्या है ना सर वहाँ उन लोगों ने टी वी एस का ब्रांच ना ये आई ए आर सी में टेक ओवर हो गया है,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0015.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0015.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a00629bf15e759bd21aedaca6b6581b5cf666b3ed4bc091907d6b4bf26406690#,hi-IN,टी वी एस वालों ने आई ए आर सी को ये आपका केस भेज दिया है,टी वी एस वालों ने आई ए आर सी को ये आपका केस भेज दिया है,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0016.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0016.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f101edea66e7bc59ba9e69919e0747d1c1b67f7ca754c576a9442873ef1d3fde#,hi-IN,जितने भी हमारे पास टी वी एस के केस हैं ना मतलब आप एक लो तो आपका नहीं है सर जितने भी टी वी एस में किसी जिसका भी लोन है ना उनका सारा लोन हम क्लोज कराते हैं सर क्यूँकी उन्होंने केस हमें दे दिया आई ए आर सी को असै इंटरनेशनल रिकवरी कंपनी को,जितने भी हमारे पास टी वी एस के केस हैं ना मतलब आप एक लो तो आपका नहीं है सर जितने भी टी वी एस में किसी जिसका भी लोन है ना उनका सारा लोन हम क्लोज कराते हैं सर क्यूँकी उन्होंने केस हमें दे दिया आई ए आर सी को असै इंटरनेशनल रिकवरी कंपनी को,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0017.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0017.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=903971e3822514a8260a6138c4b51389ddfeecc87371b44dcbbda4d620b57490#,hi-IN,जी जरूर आपका ये नंबर व्हाट्सअप पर चल रहा है सर कॉल तो इस पर तो कॉल लगेगी ना क्योंकि,जी जरूर आपका ये नंबर व्हाट्सअप पर चल रहा है सर कॉल तो इस पर तो कॉल लगेगी ना क्योंकि,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0018.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0018.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=3dc64443c226a364bde85d23778fe00a1342f4f3df3fe37e2cce1f6ceff7c85b#,hi-IN,अच्छा शाद सादम मोबाइल है तो आप ब्रांच पर कब जाओगे बताओ मैं उस दिन आपको कॉल कर लूँगी,अच्छा शाद सादम मोबाइल है तो आप ब्रांच पर कब जाओगे बताओ मैं उस दिन आपको कॉल कर लूँगी,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0019.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0019.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ed19949143d7ab60cf91ef5d0af33d62ea8da7b08d897f34d0146e462b87560c#,hi-IN,हाँ हाँ हाँ नहीं नहीं देखो सर क्या है वहाँ पे देखो अगर आप वहाँ उनसे मांगोगे ना वो लोग नहीं देंगे वो लोग क्यों नहीं देंगे क्योंकि केस ही उनके पास नहीं है केस हमारे पास है हाँ आप वहाँ जाइए आपको सारी चीजें मैं दूंगी,हाँ हाँ हाँ नहीं नहीं देखो सर क्या है वहाँ पे देखो अगर आप वहाँ उनसे मांगोगे ना वो लोग नहीं देंगे वो लोग क्यों नहीं देंगे क्योंकि केस ही उनके पास नहीं है केस हमारे पास है हाँ आप वहाँ जाइए आपको सारी चीजें मैं दूंगी,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0020.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0020.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=c9700876e40296ce6956a82095075cb1fd0d02f9fa1c72606e114636bbfb5719#,hi-IN,आप उनसे बोल मैं आप उनको मेरा नंबर दीजिएगा ठीक है मैं उनको सारा चीज़ आपका जितना भी डॉक्यूमेंट्स होगा सारा मैं उनको भेजूँगी वो आपको दिखाएँगे ठीक है,आप उनसे बोल मैं आप उनको मेरा नंबर दीजिएगा ठीक है मैं उनको सारा चीज़ आपका जितना भी डॉक्यूमेंट्स होगा सारा मैं उनको भेजूँगी वो आपको दिखाएँगे ठीक है,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0021.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0021.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0eb9c0fe026760f69722715a728282605a4bae7c51214329256251ff4cc297f8#,hi-IN,उसके बाद चाहे आप पेमेंट कराना ठीक है मैं ये नहीं कह रही कि आप पहले पेमेंट करा दूँ नहीं मैंने बोला ऐसा सर आपको,उसके बाद चाहे आप पेमेंट कराना ठीक है मैं ये नहीं कह रही कि आप पहले पेमेंट करा दूँ नहीं मैंने बोला ऐसा सर आपको,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0022.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0022.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=834f0b92f4d86c270a6ee970973fa3b9cb2d15fed74ba3683a88fd15eed164b9#,hi-IN,चलो कोई नहीं आप मतलब ये नंबर तो इस पर नहीं लगेगा आप मेरा नंबर ले लो लिख लो कहीं पर,चलो कोई नहीं आप मतलब ये नंबर तो इस पर नहीं लगेगा आप मेरा नंबर ले लो लिख लो कहीं पर,,,
hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0023.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399747430_audio_file_13152246036_ch1_seg_0023.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=87067c31431fcf939f458579344c243fe8d689a9c680fb65a4572ed910210e38#,hi-IN,नहीं ये देखो सर कंपनी का नंबर है ना डायलर पे है तो ये लगता नहीं है बाद में तो आप मेरा नंबर ले लो आप जब ब्रांच में जाओगे तो मेरे को कॉल कर लेना,नहीं ये देखो सर कंपनी का नंबर है ना डायलर पे है तो ये लगता नहीं है बाद में तो आप मेरा नंबर ले लो आप जब ब्रांच में जाओगे तो मेरे को कॉल कर लेना,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1dc8d8fb197e38ce38c456d7675dd63b2e225750c1c6e6f07ae6f230f7a14bfd#,hi-IN,कल आपसों मुंबई के लिए लेकर जाऊँगा मैं फिर डाल दूँगा सर खाली मुझे ज़्यादा नहीं पंद्रह तारीख तक आज रुक जाए,कल आपसों मुंबई के लिए लेकर जाऊँगा मैं फिर डाल दूँगा सर खाली मुझे ज़्यादा नहीं पंद्रह तारीख तक आज रुक जाए,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=da01473994c044b21506567385f9dcab4d2b2cdfc819093468ef75f1598660c0#,hi-IN,जैसे मैं वहाँ पहुँच किया ना कर लिया परसों में यहाँ से निकलूँगा हाँ पहुँच गया,जैसे मैं वहाँ पहुँच किया ना कर लिया परसों में यहाँ से निकलूँगा हाँ पहुँच गया,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=98c8d614aee22d483e93ef8b574d684f4241916feb8a99c66a1a2ff378e92eb2#,hi-IN,अरे नहीं एक जगह गए थे तो थोड़ा सा हो जाए तो वही एक लड़के से ना इसलिए चलेगा,अरे नहीं एक जगह गए थे तो थोड़ा सा हो जाए तो वही एक लड़के से ना इसलिए चलेगा,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0004.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0004.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d10adda459b66f1a1f33ce6bcba8d9ea770e72638c5917278f22cce1475be404#,hi-IN,इतना मैं भैया हो सर भैया आपकी भी एक मजबूरी है कि ड्यूटी पर हो आपको फ़ोन भी करना चाहिए,इतना मैं भैया हो सर भैया आपकी भी एक मजबूरी है कि ड्यूटी पर हो आपको फ़ोन भी करना चाहिए,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0005.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0005.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7c19785b6a000d812da009653cd1c658210f6f5f8624ae5e39723e370dbf0ae5#,hi-IN,सर यकीन मानना जिंदगी रह गई तो एक रुपया दे के जान गया ऐसा नहीं है सर तो जब हमने खर्च कराया ना जब हमने खर्च कराया पैसा तो देंगे क्यों नहीं,सर यकीन मानना जिंदगी रह गई तो एक रुपया दे के जान गया ऐसा नहीं है सर तो जब हमने खर्च कराया ना जब हमने खर्च कराया पैसा तो देंगे क्यों नहीं,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0006.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0006.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=88e4526a827ee94462be1b36667cb2b0553443ae05d507268914c783ca1abfba#,hi-IN,चलो एक महीने लाने का पक्का आएंगे बहाने नहीं कसम खा के कर रहे हो थोड़ा दिक्कत में फंसा हुआ सर,चलो एक महीने लाने का पक्का आएंगे बहाने नहीं कसम खा के कर रहे हो थोड़ा दिक्कत में फंसा हुआ सर,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0007.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0007.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=de4fbae33a9bd88558abab2ddfe98cd57b3b58da1dc0c5479e604109bfd53eaa#,hi-IN,मेरी लड़ाई नहीं होती तो फिर बीस हज़ार रुपये होंगे फँसे रह गए वो लड़के की वजह से नहीं जा रहा हूँ जयपुर में,मेरी लड़ाई नहीं होती तो फिर बीस हज़ार रुपये होंगे फँसे रह गए वो लड़के की वजह से नहीं जा रहा हूँ जयपुर में,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0008.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0008.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=0711054593fb5602c9cc443fe4c15b90dd93837cf03184a903fc0f67682c9073#,hi-IN,क्या हुआ लगभग आठ सौ रुपये मज़दूरी दे रहे हैं मुझे डेढ़ दिहाड़ी लग रही बारह सौ रुपये यानी छत्तीस हज़ार रुपये महीना लाने का पैदा करता रहूँगा मैं हो सकता है किसी महीने में सेटलमेंट कर दूँ,क्या हुआ लगभग आठ सौ रुपये मज़दूरी दे रहे हैं मुझे डेढ़ दिहाड़ी लग रही बारह सौ रुपये यानी छत्तीस हज़ार रुपये महीना लाने का पैदा करता रहूँगा मैं हो सकता है किसी महीने में सेटलमेंट कर दूँ,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0009.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0009.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=7dccc8a070240e10e28c59022a04a277ff600b97dadf9e230092027cbb42a5fa#,hi-IN,हाँ इसलिए तो बाहर जाना पड़ जा ना पच्चीस किलोमीटर जान का दिल नहीं हो रहा मगर मजबूरी ही हो रही है ना,हाँ इसलिए तो बाहर जाना पड़ जा ना पच्चीस किलोमीटर जान का दिल नहीं हो रहा मगर मजबूरी ही हो रही है ना,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0010.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0010.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=367e35f997858bca40ff520c31f0d27f14ee3176fffbeb160ae3314e07a05ed3#,hi-IN,नहीं कुछ काल ऐसी आती है ना उसमें पता ना कौन सी भाषा में बात होती है तो मैं काट देता हूँ उसको,नहीं कुछ काल ऐसी आती है ना उसमें पता ना कौन सी भाषा में बात होती है तो मैं काट देता हूँ उसको,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0011.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0011.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=1c50ebc38376a6bf6c2ce15ff6aec5f896237b1269abc96518087f7c1ba632b0#,hi-IN,चलो सर एक बार दस तारीख से बारह तारीख के बीच में कॉल करो ठीक है नहाँ मैडम ने मुझे नंबर दे दिया है मैं स्क्रीन शॉट भी डाल दूँगा,चलो सर एक बार दस तारीख से बारह तारीख के बीच में कॉल करो ठीक है नहाँ मैडम ने मुझे नंबर दे दिया है मैं स्क्रीन शॉट भी डाल दूँगा,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0012.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0012.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=00a71253848ab79183e84704a764ee46c3a2ec687da986631c9e246066379085#,hi-IN,हाँ वहाँ जी एडवांस दे देते हैं ना कि उतनी दूरी पर कोई जाता नहीं है हम चाल लड़की चाले,हाँ वहाँ जी एडवांस दे देते हैं ना कि उतनी दूरी पर कोई जाता नहीं है हम चाल लड़की चाले,,,
hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0013.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch0_seg_0013.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8ffceff676008170499f86b095583faa63a0548a7c52c972141d0acb5a850f82#,hi-IN,हाँ जैसे ही मैं जैसे ही पहुँचूँगा दो कांगा तीन चार हज़ार रुपये दे दो घट डालना है बस इस तरीके से माऊँगा मैं,हाँ जैसे ही मैं जैसे ही पहुँचूँगा दो कांगा तीन चार हज़ार रुपये दे दो घट डालना है बस इस तरीके से माऊँगा मैं,,,
hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0001.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0001.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=19011257b2b8d32d00315c163e4740f87a72909845def6e6ad52f54aa3881656#,hi-IN,आप तो बोल रहे कल या परसों में निकल रहा हूँ खाली क्या ये तो तीन महीने से तो आप कर ही रहे हो ना मार्च से आप पेमेंट कर रहे हो तो,आप तो बोल रहे कल या परसों में निकल रहा हूँ खाली क्या ये तो तीन महीने से तो आप कर ही रहे हो ना मार्च से आप पेमेंट कर रहे हो तो,,,
hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0002.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0002.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=d5de9959bacfce23810d74cabf7ec5c66ed2348546ddf5d77028fae88a8fbc0d#,hi-IN,नहीं आप तो कहें तो आपने काफ़ी समय कहे तो आपने काफ़ी समय से दिया है पर पेमेंट नहीं किया ना अभी तक,नहीं आप तो कहें तो आपने काफ़ी समय कहे तो आपने काफ़ी समय से दिया है पर पेमेंट नहीं किया ना अभी तक,,,
hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0003.wav,https://naadh-stage.s3.ap-south-1.amazonaws.com/asr/hindi_25h__1780399943867_audio_file_13152353470_ch1_seg_0003.wav?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA4WTO33UZYLJIAH5F%2F20260702%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20260702T072436Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=159b6df8af7b1e4dc4991e7c9643a0716f76dd2f3e88d878d3298c0a1b4d8f14#,hi-IN,फ़ोन करने की बात नहीं है सर एक होता है कि अपने मन से होता है कि हाँ किसी का पैसा देना है तो कहीं से भी देना पड़े उधारी का तो पैसा आपको पता है अगर यही पैसा आपने किसी,फ़ोन करने की बात नहीं है सर एक होता है कि अपने मन से होता है कि हाँ किसी का पैसा देना है तो कहीं से भी देना पड़े उधारी का तो पैसा आपको पता है अगर यही पैसा आपने किसी,,,
